SAC2018,De'Aaron Fox,2018,SAC,81,Active,PG,21,17.3
ORL2018,Melvin Frazier,2018,ORL,10,Active,SG,22,1.5
NOP2018,Tim Frazier,2018,NOP,47,Active,PG,28,5
MIL2018,Tim Frazier,2018,MIL,12,Active,PG,28,6.3
CLE2018,Channing Frye,2018,CLE,36,Active,C,35,3.6
PHI2018,Markelle Fultz,2018,PHI,19,Active,SG,20,8.2
LAC2018,Danilo Gallinari,2018,LAC,68,Active,SF,30,19.8
DET2018,Langston Galloway,2018,DET,80,Active,SG,27,8.4
MEM2018,Marc Gasol,2018,MEM,53,Active,C,34,15.7
TOR2018,Marc Gasol,2018,TOR,26,Active,C,34,9.1
SAS2018,Pau Gasol,2018,SAS,27,Active,C,38,4.2
SAS2018,Rudy Gay,2018,SAS,69,Active,PF,32,13.7
OKC2018,Paul George,2018,OKC,77,Active,SF,28,28
MIN2018,Taj Gibson,2018,MIN,70,Active,PF,33,10.8
SAC2018,Harry Giles,2018,SAC,58,Active,PF,20,7
LAC2018,Shai Gilgeous-Alexander,2018,LAC,82,Active,PG,20,10.8
UTA2018,Rudy Gobert,2018,UTA,81,Active,C,26,15.9
DEN2018,Brandon Goodwin,2018,DEN,16,Active,PG,23,1.4
ORL2018,Aaron Gordon,2018,ORL,78,Active,PF,23,16
HOU2018,Eric Gordon,2018,HOU,68,Active,SG,30,16.2
LAC2018,Marcin Gortat,2018,LAC,47,Active,C,34,5
CHO2018,Devonte' Graham,2018,CHO,46,Active,PG,23,4.7
BRK2018,Treveon Graham,2018,BRK,35,Active,SG,25,5.3
OKC2018,Jerami Grant,2018,OKC,80,Active,PF,24,13.6
ORL2018,Jerian Grant,2018,ORL,60,Active,PG,26,4.2
TOR2018,Danny Green,2018,TOR,80,Active,SG,31,10.3
GSW2018,Draymond Green,2018,GSW,66,Active,PF,28,7.4
HOU2018,Gerald Green,2018,HOU,73,Active,SG,33,9.2
MEM2018,JaMychal Green,2018,MEM,41,Active,PF,28,9.8
LAC2018,JaMychal Green,2018,LAC,24,Active,PF,28,8.7
WAS2018,Jeff Green,2018,WAS,77,Active,PF,32,12.3
DET2018,Blake Griffin,2018,DET,75,Active,PF,29,24.5
ATL2018,Daniel Hamilton,2018,ATL,19,Active,SG,23,3
NYK2018,Tim Hardaway,2018,NYK,46,Active,SG,26,19.1
DAL2018,Tim Hardaway,2018,DAL,19,Active,SG,26,15.5
HOU2018,James Harden,2018,HOU,78,Active,PG,29,36.1
POR2018,Maurice Harkless,2018,POR,60,Active,SF,25,7.7
LAC2018,Montrezl Harrell,2018,LAC,82,Active,C,25,16.6
DAL2018,Devin Harris,2018,DAL,68,Active,PG,35,6.3
DEN2018,Gary Harris,2018,DEN,57,Active,SG,24,12.9
BRK2018,Joe Harris,2018,BRK,76,Active,SG,27,13.7
LAC2018,Tobias Harris,2018,LAC,55,Active,PF,26,20.9
PHI2018,Tobias Harris,2018,PHI,27,Active,PF,26,18.2
CLE2018,Andrew Harrison,2018,CLE,10,Active,PG,24,4.3
CHI2018,Shaquille Harrison,2018,CHI,73,Active,PG,25,6.5
LAL2018,Josh Hart,2018,LAL,67,Active,SG,23,7.8
HOU2018,Isaiah Hartenstein,2018,HOU,28,Active,PF,20,1.9
MIA2018,Udonis Haslem,2018,MIA,10,Active,C,38,2.5
BOS2018,Gordon Hayward,2018,BOS,72,Active,PF,28,11.5
MIL2018,John Henson,2018,MIL,14,Active,C,28,5.6
DEN2018,Juan Hernangómez,2018,DEN,70,Active,PF,23,5.8
CHO2018,Willy Hernangómez,2018,CHO,58,Active,C,24,7.3
NYK2018,Mario Hezonja,2018,NYK,58,Active,SF,23,8.8
SAC2018,Buddy Hield,2018,SAC,82,Active,SG,26,20.7
HOU2018,Nenê Hilário,2018,HOU,42,Active,C,36,3.6
CLE2018,George Hill,2018,CLE,13,Active,PG,32,10.8
MIL2018,George Hill,2018,MIL,47,Active,PG,32,6.8
NOP2018,Solomon Hill,2018,NOP,44,Active,SF,27,4.3
IND2018,Aaron Holiday,2018,IND,50,Active,PG,22,5.9
NOP2018,Jrue Holiday,2018,NOP,67,Active,SG,28,21.2
CHI2018,Justin Holiday,2018,CHI,38,Active,SG,29,11.6
MEM2018,Justin Holiday,2018,MEM,44,Active,SG,29,9.5
BRK2018,Rondae Hollis-Jefferson,2018,BRK,59,Active,SF,24,8.9
PHO2018,Richaun Holmes,2018,PHO,70,Active,C,25,8.2
CLE2018,Rodney Hood,2018,CLE,45,Active,SG,26,12.2
POR2018,Rodney Hood,2018,POR,27,Active,SG,26,9.6
BOS2018,Al Horford,2018,BOS,68,Active,C,32,13.6
HOU2018,Danuel House,2018,HOU,39,Active,SF,25,9.4
ATL2018,Kevin Huerter,2018,ATL,75,Active,SG,20,9.7
CHI2018,Chandler Hutchison,2018,CHI,44,Active,SF,22,5.2
TOR2018,Serge Ibaka,2018,TOR,74,Active,C,29,15
GSW2018,Andre Iguodala,2018,GSW,68,Active,SF,35,5.7
MIL2018,Ersan ?lyasova,2018,MIL,67,Active,PF,31,6.8
UTA2018,Joe Ingles,2018,UTA,82,Active,PF,31,12.1
LAL2018,Brandon Ingram,2018,LAL,52,Active,SF,21,18.3
BOS2018,Kyrie Irving,2018,BOS,67,Active,PG,26,23.8
ORL2018,Jonathan Isaac,2018,ORL,75,Active,PF,21,9.6
ORL2018,Wesley Iwundu,2018,ORL,68,Active,SF,24,5
NOP2018,Frank Jackson,2018,NOP,61,Active,PG,20,8.1
MEM2018,Jaren Jackson,2018,MEM,58,Active,PF,19,13.8
